Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1	selec.file.2	sound.files.num	sf.element
718	Spectrogram 1	1	3510.157678005	3510.348871449	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	20.466	3800.0	9900.0	ARAYA-SAL-098.Table.1.selections.txt	w	0.290908544000001	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	56	vervain.selections.txt	vervain_selections_all_files.txt	098	098-w
719	Spectrogram 1	1	3510.584678005	3510.722130381	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	20.893	2700.0	8800.0	ARAYA-SAL-098.Table.1.selections.txt	o	0.159714493999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	60	vervain.selections.txt	vervain_selections_all_files.txt	098	098-o
720	Spectrogram 1	1	3510.974678005	3511.162431767	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	21.283	3400.0	9500.0	ARAYA-SAL-098.Table.1.selections.txt	l	0.299464678	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	55	vervain.selections.txt	vervain_selections_all_files.txt	098	098-l
721	Spectrogram 1	1	3511.356678005	3511.492674990	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	21.665	2800.0	9300.0	ARAYA-SAL-098.Table.1.selections.txt	ff	0.231966289999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	61	vervain.selections.txt	vervain_selections_all_files.txt	098	098-ff
722	Spectrogram 1	1	3511.623678005	3511.762083935	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	21.932	2828.4	9900.0	ARAYA-SAL-098.Table.1.selections.txt	z	0.163517219999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	68	vervain.selections.txt	vervain_selections_all_files.txt	098	098-z
723	Spectrogram 1	1	3511.971678005	3512.134626963	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	22.280	3300.0	9800.0	ARAYA-SAL-098.Table.1.selections.txt	l	0.300415358999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	65	vervain.selections.txt	vervain_selections_all_files.txt	098	098-l
724	Spectrogram 1	1	3512.375678005	3512.532109005	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	22.684	3400.0	9600.0	ARAYA-SAL-098.Table.1.selections.txt	t	0.201544480999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	66	vervain.selections.txt	vervain_selections_all_files.txt	098	098-t
725	Spectrogram 1	1	3512.856678005	3512.993555130	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	23.165	3400.0	10200.0	ARAYA-SAL-098.Table.1.selections.txt	c	0.216755385999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	69	vervain.selections.txt	vervain_selections_all_files.txt	098	098-c
726	Spectrogram 1	1	3513.201678005	3513.354600747	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	23.510	5800.0	9900.0	ARAYA-SAL-098.Table.1.selections.txt	r	0.174925398999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	73	vervain.selections.txt	vervain_selections_all_files.txt	098	098-r
727	Spectrogram 1	1	3513.523678005	3513.660555131	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	23.832	3900.0	8900.0	ARAYA-SAL-098.Table.1.selections.txt	m	0.220558110999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	70	vervain.selections.txt	vervain_selections_all_files.txt	098	098-m
728	Spectrogram 1	1	3513.744678005	3513.925008185	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	24.053	3400.0	9300.0	ARAYA-SAL-098.Table.1.selections.txt	q	0.266190823999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	72	vervain.selections.txt	vervain_selections_all_files.txt	098	098-q
729	Spectrogram 1	1	3514.159678005	3514.294382478	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	24.468	2900.0	8700.0	ARAYA-SAL-098.Table.1.selections.txt	aa	0.201544481000003	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	74	vervain.selections.txt	vervain_selections_all_files.txt	098	098-aa
730	Spectrogram 1	1	3514.569678005	3514.744603404	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	24.878	4000.0	9500.0	ARAYA-SAL-098.Table.1.selections.txt	k	0.174925398999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	76	vervain.selections.txt	vervain_selections_all_files.txt	098	098-k
731	Spectrogram 1	1	3514.897678005	3515.043529872	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	25.206	3900.0	9900.0	ARAYA-SAL-098.Table.1.selections.txt	cc	0.163517219999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	75	vervain.selections.txt	vervain_selections_all_files.txt	098	098-cc
732	Spectrogram 1	1	3515.254678005	3515.426317575	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	25.563	4700.0	10100.0	ARAYA-SAL-098.Table.1.selections.txt	l	0.277599001999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	77	vervain.selections.txt	vervain_selections_all_files.txt	098	098-l
733	Spectrogram 1	1	3515.593678005	3515.697634945	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	25.902	3800.0	11200.0	ARAYA-SAL-098.Table.1.selections.txt	m	0.125489959999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	78	vervain.selections.txt	vervain_selections_all_files.txt	098	098-m
734	Spectrogram 1	1	3515.781678005	3515.890310644	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	26.090	3300.0	9500.0	ARAYA-SAL-098.Table.1.selections.txt	bb	0.155911767999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	79	vervain.selections.txt	vervain_selections_all_files.txt	098	098-bb
735	Spectrogram 1	1	3516.116678005	3516.266591047	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	26.425	3600.0	9300.0	ARAYA-SAL-098.Table.1.selections.txt	o	0.190136302999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	80	vervain.selections.txt	vervain_selections_all_files.txt	098	098-o
736	Spectrogram 1	1	3516.458678005	3516.622875216	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	26.767	4600.0	9700.0	ARAYA-SAL-098.Table.1.selections.txt	c	0.216755384999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	81	vervain.selections.txt	vervain_selections_all_files.txt	098	098-c
737	Spectrogram 1	1	3516.811678005	3516.933365239	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	27.120	3300.0	9200.0	ARAYA-SAL-098.Table.1.selections.txt	cc	0.121687234000003	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	82	vervain.selections.txt	vervain_selections_all_files.txt	098	098-cc
738	Spectrogram 1	1	3517.051678005	3517.195073088	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	27.360	3700.0	10400.0	ARAYA-SAL-098.Table.1.selections.txt	m	0.159714494999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	83	vervain.selections.txt	vervain_selections_all_files.txt	098	098-m
739	Spectrogram 1	1	3517.233678005	3517.336382990	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	27.542	4800.0	9300.0	ARAYA-SAL-098.Table.1.selections.txt	s	0.121687233999999	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	84	vervain.selections.txt	vervain_selections_all_files.txt	098	098-s
740	Spectrogram 1	1	3517.494678005	3517.631555130	ARAYA-SAL-098.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-098.WAV	27.803	3100.0	9400.0	ARAYA-SAL-098.Table.1.selections.txt	dd	NA	NA	17	Own recordins	Dominican Republic	Marina, in a gravel/sand field in a tree	18.506432	-68.375082	19-Jan-18	PH	could be from very first recording today (the one we didn't end up using); can use both 98 and 97.2 data for individual 17 (very likely is same individual because juveniles are rare, especially in same location)	NA	NA	85	vervain.selections.txt	vervain_selections_all_files.txt	098	098-dd
3633	Spectrogram 1	1	3649.485963719	3649.625225003	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	0.190	5251.1	9001.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3634	Spectrogram 1	1	3649.778963719	3650.023563667	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	0.483	4432.7	10843.2		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3635	Spectrogram 1	1	3650.315963719	3650.478435218	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	1.020	6683.2	9547.4		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3636	Spectrogram 1	1	3650.658963719	3650.819649816	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	1.363	4228.2	8592.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3637	Spectrogram 1	1	3651.037963719	3651.214718426	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	1.742	4570.8	9208.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3638	Spectrogram 1	1	3651.387963719	3651.521868801	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	2.092	4906.9	9141.5		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3639	Spectrogram 1	1	3651.674963719	3651.876714042	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	2.379	6385.6	9208.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3640	Spectrogram 1	1	3652.042963719	3652.242928640	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	2.747	4570.8	8872.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3641	Spectrogram 1	1	3652.640963719	3652.774868801	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	3.345	5511.8	9679.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3642	Spectrogram 1	1	3652.827963719	3652.997576822	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	3.532	6856.1	10284.2		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3643	Spectrogram 1	1	3653.281963719	3653.417654201	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	3.986	5536.3	9757.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3644	Spectrogram 1	1	3653.758963719	3653.866087784	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	4.463	4290.6	9065.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3645	Spectrogram 1	1	3653.974963719	3654.062448372	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	4.679	5605.5	8996.5		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3646	Spectrogram 1	1	3654.554963719	3654.724576822	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	5.259	5051.9	10242.2		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3647	Spectrogram 1	1	3654.782963719	3654.970430833	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	5.487	6989.6	9757.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3648	Spectrogram 1	1	3655.014963719	3655.166722812	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	5.719	5713.5	9612.0		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3649	Spectrogram 1	1	3655.277963719	3655.531490673	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	5.982	3831.4	9813.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3650	Spectrogram 1	1	3656.530963719	3656.722001635	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	7.235	7474.0	9757.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3651	Spectrogram 1	1	3656.891963719	3657.074074630	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	7.596	7404.8	10173.0		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3652	Spectrogram 1	1	3666.241963719	3666.404435218	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	16.946	6990.6	9880.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3653	Spectrogram 1	1	3694.777963719	3694.985070245	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	45.482	4228.2	9411.0		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3654	Spectrogram 1	1	3695.236963719	3695.392293613	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	45.941	4705.5	9138.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3655	Spectrogram 1	1	3695.609963719	3695.708160779	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	46.314	6069.4	9411.0		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3656	Spectrogram 1	1	3696.032963719	3696.193649816	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	46.737	4432.7	8933.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3657	Spectrogram 1	1	3696.509963719	3696.693860031	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	47.214	5646.2	9612.0		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3658	Spectrogram 1	1	3697.398963719	3697.552508212	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	48.103	4234.7	9410.4		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3659	Spectrogram 1	1	3698.703963719	3698.896787036	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	49.408	4982.7	9342.5		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3660	Spectrogram 1	1	3699.385963719	3699.575216234	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	50.090	3875.4	9204.1		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3661	Spectrogram 1	1	3699.630963719	3699.748800191	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	50.335	4152.2	9065.7		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3662	Spectrogram 1	1	3700.115963719	3700.253439603	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	50.820	5041.3	9679.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3663	Spectrogram 1	1	3700.701963719	3700.876933025	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	51.406	5511.8	9880.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3664	Spectrogram 1	1	3701.042963719	3701.191152009	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	51.747	4234.7	9074.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3665	Spectrogram 1	1	3701.492963719	3701.637581207	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	52.197	6366.8	9550.1		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3666	Spectrogram 1	1	3702.049963719	3702.205293614	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	52.754	4913.5	9134.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3667	Spectrogram 1	1	3702.460963719	3702.569873185	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	53.165	6297.5	8927.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3668	Spectrogram 1	1	3703.354963719	3703.519220619	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	54.059	5108.5	9074.3		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3669	Spectrogram 1	1	3704.702963719	3704.810087784	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	55.407	7266.4	9134.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3670	Spectrogram 1	1	3705.391963719	3705.474092169	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	56.096	7192.2	8939.9		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3671	Spectrogram 1	1	3706.020963719	3706.140585592	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	56.725	6654.5	9141.5		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
3672	Spectrogram 1	1	3706.513963719	3706.631800191	ARAYA-SAL-102.WAV	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-102.WAV	57.218	6788.9	9410.4		99	NA	NA	18	Own recordins	Dominican Republic	close to Club Med, right next to road	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	102	102-99
