Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1
2083	Spectrogram 1	1	1593.973891156	1594.137283335	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	472.326	3478.0	10251.0		f	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2084	Spectrogram 1	1	1594.396891156	1594.531332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	472.749	3478.0	9701.9		g	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2085	Spectrogram 1	1	1594.701891156	1594.816309690	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	473.054	6040.8	9518.8		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2086	Spectrogram 1	1	1594.884891156	1595.048581805	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	473.237	4576.4	9152.7		y	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2087	Spectrogram 1	1	1595.347891156	1595.478400585	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	473.700	4210.2	10434.1		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2088	Spectrogram 1	1	1595.933891156	1596.044512127	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	474.286	3111.9	9052.5		j	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2089	Spectrogram 1	1	1596.391891156	1596.548722618	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	474.744	4393.3	9518.8		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2090	Spectrogram 1	1	1597.395891156	1597.524612006	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	475.748	3478.0	9884.9		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2091	Spectrogram 1	1	1598.031891156	1598.125413623	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	476.384	2928.9	8997.2		b	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2092	Spectrogram 1	1	1598.775891156	1598.884588762	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	477.128	6406.9	8969.7		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2093	Spectrogram 1	1	1598.958891156	1599.107497093	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	477.311	4759.4	9701.9		y	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2094	Spectrogram 1	1	1599.390891156	1599.547648055	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	477.743	4210.2	10983.3		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2095	Spectrogram 1	1	1599.785891156	1599.936138106	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	478.138	3111.9	9384.2		j	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2096	Spectrogram 1	1	1600.111891156	1600.277100119	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	478.464	4027.2	9701.9		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2097	Spectrogram 1	1	1600.506891156	1600.667656606	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	478.859	4393.3	9518.8		l	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2098	Spectrogram 1	1	1600.881891156	1601.045814475	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	479.234	5491.6	9884.9		m	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2099	Spectrogram 1	1	1601.270891156	1601.426038780	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	479.623	4576.4	9701.9		n	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2100	Spectrogram 1	1	1601.564891156	1601.758735047	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	479.917	4576.4	10434.1		o	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2101	Spectrogram 1	1	1601.959891156	1602.091492135	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	480.312	4210.2	10434.1		gg	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2102	Spectrogram 1	1	1602.294891156	1602.444852767	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	480.647	5857.7	9884.9		p	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2103	Spectrogram 1	1	1602.648891156	1602.785814780	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	481.001	4759.4	9518.8		q	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2104	Spectrogram 1	1	1602.937891156	1603.097846682	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	481.290	6040.8	9518.8		x	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2105	Spectrogram 1	1	1603.266891156	1603.393347093	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	481.619	4759.4	10251.0		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2106	Spectrogram 1	1	1603.544891156	1603.673612006	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	481.897	4027.2	9884.9		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2107	Spectrogram 1	1	1603.904891156	1604.025676644	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	482.257	4210.2	9335.8		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2108	Spectrogram 1	1	1604.179891156	1604.335642111	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	482.532	5308.6	10800.2		ff	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2109	Spectrogram 1	1	1604.510891156	1604.645607577	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	482.863	6773.0	9660.7		t	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2110	Spectrogram 1	1	1604.828891156	1604.990702462	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	483.181	4210.2	10434.1		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2111	Spectrogram 1	1	1605.260891156	1605.376439026	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	483.613	5308.6	10434.1		w	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2112	Spectrogram 1	1	1605.609891156	1605.741472469	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	483.962	4027.2	10434.1		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2113	Spectrogram 1	1	1606.023891156	1606.105891090	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	484.376	2562.8	8776.0		b	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2114	Spectrogram 1	1	1606.194891156	1606.360062772	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	484.547	4027.2	8054.4		c	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2115	Spectrogram 1	1	1606.529891156	1606.670028238	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	484.882	3844.1	9701.9		d	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2116	Spectrogram 1	1	1606.898891156	1607.029588179	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	485.251	4210.2	10434.1		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2117	Spectrogram 1	1	1607.364891156	1607.531732234	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	485.717	3844.1	10617.1		f	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2120	Spectrogram 1	1	1826.978891156	1827.128133297	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	705.331	3436.5	10094.8		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2121	Spectrogram 1	1	1827.473891156	1827.603413679	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	705.826	3221.8	8610.2		b	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2122	Spectrogram 1	1	1827.665891156	1827.815108726	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	706.018	3436.5	8376.6		c	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2123	Spectrogram 1	1	1828.054891156	1828.175816573	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	706.407	3651.3	9020.9		d	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2124	Spectrogram 1	1	1828.497891156	1828.622166844	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	706.850	3651.3	9880.0		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2125	Spectrogram 1	1	1828.932891156	1829.082982171	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	707.285	3028.8	9988.5		f	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2126	Spectrogram 1	1	1822.513891156	1822.707076727	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	700.866	4510.5	9988.5		o	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2127	Spectrogram 1	1	1822.973744949	1823.079582092	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	701.326	3834.1	9312.1		gg	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2128	Spectrogram 1	1	1823.297891156	1823.409449226	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	701.650	6013.9	10524.4		p	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2129	Spectrogram 1	1	1822.147891156	1822.335043370	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	700.500	4080.9	9450.5		n	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2130	Spectrogram 1	1	1821.681891156	1821.855440409	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	700.034	5154.8	10309.6		m	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2131	Spectrogram 1	1	1823.643891156	1823.779482442	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	701.996	3866.1	9450.5		q	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2132	Spectrogram 1	1	1823.968891156	1824.080449226	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	702.321	6013.9	10524.4		x	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2133	Spectrogram 1	1	1824.268891156	1824.387014756	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	702.621	4080.9	9665.3		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2134	Spectrogram 1	1	1824.577891156	1824.709378841	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	702.930	4295.7	9235.7		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2135	Spectrogram 1	1	1824.929891156	1825.048274417	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	703.282	3651.3	9450.5		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2136	Spectrogram 1	1	1825.255891156	1825.434698032	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	703.608	4725.2	10094.8		ff	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2137	Spectrogram 1	1	1825.570891156	1825.698359262	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	703.923	6443.5	10524.4		t	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2138	Spectrogram 1	1	1825.941891156	1826.072384258	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	704.294	4940.0	9665.3		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2139	Spectrogram 1	1	1826.222891156	1826.413346271	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	704.575	5369.6	10094.8		v	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2140	Spectrogram 1	1	1826.582891156	1826.688728299	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	704.935	4725.2	9880.0		w	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2141	Spectrogram 1	1	1829.367891156	1829.526612210	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	707.720	3866.1	9020.9		g	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2142	Spectrogram 1	1	1829.748891156	1829.843286446	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	708.101	6873.1	9235.7		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2143	Spectrogram 1	1	1829.945891156	1830.121745905	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	708.298	4080.9	9450.5		y	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2144	Spectrogram 1	1	1830.471891156	1830.605292033	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	708.824	4080.9	10094.8		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2145	Spectrogram 1	1	1830.938891156	1831.057841613	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	709.291	3221.8	9235.7		j	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2146	Spectrogram 1	1	1831.350891156	1831.516590503	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	709.703	3866.1	9450.5		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2147	Spectrogram 1	1	1831.793891156	1831.950542156	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	710.146	4080.9	9665.3		l	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2148	Spectrogram 1	1	1832.222891156	1832.356980588	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	710.575	4940.0	9235.7		m	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2149	Spectrogram 1	1	1832.640891156	1832.770267876	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	710.993	4295.7	9450.5		n	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2150	Spectrogram 1	1	1832.911891156	1833.078166906	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	711.264	4295.7	9665.3		o	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2151	Spectrogram 1	1	1833.280891156	1833.404663864	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	711.633	4295.7	9880.0		gg	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2152	Spectrogram 1	1	1833.589891156	1833.741493004	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	711.942	5584.4	9880.0		p	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2153	Spectrogram 1	1	1833.930891156	1834.098986508	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	712.283	4295.7	9665.3		q	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2154	Spectrogram 1	1	1834.273891156	1834.362565520	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	712.626	6228.7	10739.2		x	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2155	Spectrogram 1	1	1834.596891156	1834.710651695	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	712.949	4080.9	9665.3		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2156	Spectrogram 1	1	1834.919891156	1835.066078763	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	713.272	4510.5	10524.4		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2157	Spectrogram 1	1	1835.217891156	1835.326449754	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	713.570	4725.2	11168.8		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2158	Spectrogram 1	1	1835.486891156	1835.589867836	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	713.839	4510.5	9665.3		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2159	Spectrogram 1	1	1835.803891156	1835.923571899	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	714.156	6453.9	9880.0		t	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2160	Spectrogram 1	1	1836.144891156	1836.254201730	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	714.497	4242.3	9880.0		e	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2161	Spectrogram 1	1	1836.416891156	1836.588964433	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	714.769	5154.8	10094.8		v	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2162	Spectrogram 1	1	1836.728891156	1836.849335425	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	715.081	5369.6	10309.6		w	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2163	Spectrogram 1	1	1837.191891156	1837.351479480	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	715.544	3221.8	10094.8		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2164	Spectrogram 1	1	1837.763891156	1837.855689972	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	716.116	2362.6	8776.0		b	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2165	Spectrogram 1	1	1838.515891156	1838.595984130	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	716.868	6443.5	9020.9		h	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2166	Spectrogram 1	1	1838.753891156	1838.880012640	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	717.106	4080.9	9450.5		y	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2167	Spectrogram 1	1	1839.673061257	1839.838677067	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	718.025	4121.0	10134.9		i	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2168	Spectrogram 1	1	1840.312891156	1840.479434446	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	718.665	3007.0	9235.7		j	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2169	Spectrogram 1	1	1840.747891156	1840.923718280	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	719.100	3866.1	10524.4		k	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2170	Spectrogram 1	1	1841.333891156	1841.496121175	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	719.686	4080.9	9450.5		l	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2171	Spectrogram 1	1	1841.759891156	1841.930072827	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	720.112	6013.9	10309.6		m	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2172	Spectrogram 1	1	1842.200891156	1842.401220336	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	720.553	4510.5	10739.2		n	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2173	Spectrogram 1	1	1842.541891156	1842.735983039	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	720.894	4080.9	10524.4		o	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2174	Spectrogram 1	1	1842.962891156	1843.074449226	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	721.315	3221.8	10094.8		gg	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2175	Spectrogram 1	1	1843.428891156	1843.533212865	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	721.781	6228.7	9450.5		p	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2176	Spectrogram 1	1	1844.616891156	1844.729679565	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	722.969	5369.6	9665.3		r	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2177	Spectrogram 1	1	1844.233891156	1844.372186061	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	722.586	6228.7	10524.4		x	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2178	Spectrogram 1	1	1844.985891156	1845.128501798	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	723.338	5154.8	9384.2		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2179	Spectrogram 1	1	1845.391891156	1845.502526794	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	723.744	4510.5	10524.4		s	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2180	Spectrogram 1	1	1845.689891156	1845.847621680	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	724.042	4510.5	10094.8		ff	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2181	Spectrogram 1	1	1843.854891156	1843.960728299	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	722.207	4295.7	9880.0		q	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2182	Spectrogram 1	1	1846.046891156	1846.173565235	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	724.399	7087.9	10309.6		t	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2183	Spectrogram 1	1	1846.733891156	1846.876153625	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	725.086	3221.8	9450.5		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
2184	Spectrogram 1	1	1848.692891156	1848.814471007	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	727.045	3221.8	10309.6		a	NA	NA	NA				NA	NA				NA	NA	NA	vervain.selections.txt
